archetype,build,slot,unit,x,y,stance
wings,MilMagic,12,EmberMage,52.80,12.00,Advance
column,MilMagic,1,Lifewarden,24.20,22.00,Advance
column,MilMagic,2,Lifewarden,35.80,22.00,Advance
column,MilMagic,3,SpearGuard,24.20,19.00,Advance
column,MilMagic,4,SpearGuard,35.80,19.00,Advance
column,MilMagic,5,SpearGuard,24.20,16.00,Advance
column,MilMagic,6,SpearGuard,35.80,16.00,Advance
column,MilMagic,7,SpearGuard,24.90,13.00,Advance
column,MilMagic,8,Knights,36.15,13.00,Advance
column,MilMagic,9,Knights,23.77,10.00,Advance
column,MilMagic,10,EmberMage,31.95,10.00,Advance
column,MilMagic,11,EmberMage,38.17,10.00,Advance
column,MilMagic,12,EmberMage,30.00,7.00,Advance
screened,MilMagic,1,Lifewarden,6.40,22.00,Hold
screened,MilMagic,2,Lifewarden,18.20,22.00,Hold
screened,MilMagic,3,SpearGuard,30.00,22.00,Hold
screened,MilMagic,4,SpearGuard,41.80,22.00,Hold
screened,MilMagic,5,SpearGuard,53.60,22.00,Hold
screened,MilMagic,6,SpearGuard,9.60,17.00,Hold
screened,MilMagic,7,SpearGuard,24.60,17.00,Hold
screened,MilMagic,8,Knights,38.55,17.00,Advance
screened,MilMagic,9,Knights,51.45,17.00,Advance
screened,MilMagic,10,EmberMage,18.80,6.00,Hold
screened,MilMagic,11,EmberMage,30.00,6.00,Hold
screened,MilMagic,12,EmberMage,41.20,6.00,Hold
forward,MilMagic,1,Lifewarden,23.20,22.50,Advance
forward,MilMagic,2,Lifewarden,36.80,22.50,Advance
forward,MilMagic,3,SpearGuard,23.20,19.00,Advance
forward,MilMagic,4,SpearGuard,36.80,19.00,Advance
forward,MilMagic,5,SpearGuard,23.20,15.50,Advance
forward,MilMagic,6,SpearGuard,36.80,15.50,Advance
forward,MilMagic,7,SpearGuard,23.90,12.00,Advance
forward,MilMagic,8,Knights,37.15,12.00,Advance
forward,MilMagic,9,Knights,20.73,8.50,Advance
forward,MilMagic,10,EmberMage,28.86,8.50,Advance
forward,MilMagic,11,EmberMage,35.04,8.50,Advance
forward,MilMagic,12,EmberMage,41.22,8.50,Advance
line,MilBeast,1,Troll,4.60,22.00,Hold
line,MilBeast,2,SpearGuard,14.60,22.00,Hold
line,MilBeast,3,SpearGuard,27.30,22.00,Hold
line,MilBeast,4,SpearGuard,40.00,22.00,Hold
line,MilBeast,5,SpearGuard,52.70,22.00,Hold
line,MilBeast,6,SpearGuard,6.94,17.00,Hold
line,MilBeast,7,Knights,18.24,17.00,Advance
line,MilBeast,8,Knights,28.48,17.00,Advance
line,MilBeast,9,Direwolves,37.87,17.00,Advance
line,MilBeast,10,Direwolves,46.41,17.00,Advance
line,MilBeast,11,Direwolves,54.96,17.00,Advance
line,MilBeast,12,Troll,30.00,12.00,Hold
refused,MilBeast,1,SpearGuard,38.20,22.00,Advance
refused,MilBeast,2,SpearGuard,51.80,22.00,Advance
refused,MilBeast,3,SpearGuard,38.20,16.00,Advance
refused,MilBeast,4,SpearGuard,51.80,16.00,Advance
refused,MilBeast,5,SpearGuard,38.90,11.00,Advance
refused,MilBeast,6,Knights,52.15,11.00,Advance
refused,MilBeast,7,Knights,6.17,12.00,Hold
refused,MilBeast,8,Direwolves,15.85,12.00,Hold
refused,MilBeast,9,Direwolves,24.67,12.00,Hold
refused,MilBeast,10,Direwolves,6.55,6.00,Raid
refused,MilBeast,11,Troll,15.80,6.00,Hold
refused,MilBeast,12,Troll,24.25,6.00,Hold
wings,MilBeast,1,SpearGuard,6.20,22.00,Advance
wings,MilBeast,2,SpearGuard,17.80,22.00,Advance
wings,MilBeast,3,SpearGuard,6.90,17.00,Advance
wings,MilBeast,4,Knights,18.15,17.00,Advance
wings,MilBeast,5,Direwolves,7.37,12.00,Raid
wings,MilBeast,6,Troll,17.43,12.00,Advance
wings,MilBeast,7,SpearGuard,42.20,22.00,Advance
wings,MilBeast,8,SpearGuard,53.80,22.00,Advance
wings,MilBeast,9,Knights,43.12,17.00,Advance
wings,MilBeast,10,Direwolves,53.73,17.00,Advance
wings,MilBeast,11,Direwolves,43.37,12.00,Advance
wings,MilBeast,12,Troll,53.43,12.00,Advance
column,MilBeast,1,SpearGuard,24.20,22.00,Advance
column,MilBeast,2,SpearGuard,35.80,22.00,Advance
column,MilBeast,3,SpearGuard,24.20,19.00,Advance
column,MilBeast,4,SpearGuard,35.80,19.00,Advance
column,MilBeast,5,SpearGuard,24.90,16.00,Advance
column,MilBeast,6,Knights,36.15,16.00,Advance
column,MilBeast,7,Knights,25.12,13.00,Advance
column,MilBeast,8,Direwolves,35.73,13.00,Advance
column,MilBeast,9,Direwolves,22.65,10.00,Advance
column,MilBeast,10,Direwolves,30.80,10.00,Advance
column,MilBeast,11,Troll,38.15,10.00,Advance
column,MilBeast,12,Troll,30.00,7.00,Advance
screened,MilBeast,1,SpearGuard,6.40,22.00,Hold
screened,MilBeast,2,SpearGuard,18.20,22.00,Hold
screened,MilBeast,3,SpearGuard,30.00,22.00,Hold
screened,MilBeast,4,SpearGuard,41.80,22.00,Hold
screened,MilBeast,5,SpearGuard,53.60,22.00,Hold
screened,MilBeast,6,Knights,7.95,17.00,Advance
screened,MilBeast,7,Knights,20.25,17.00,Advance
screened,MilBeast,8,Direwolves,31.70,17.00,Advance
screened,MilBeast,9,Direwolves,42.30,17.00,Advance
screened,MilBeast,10,Direwolves,52.90,17.00,Advance
screened,MilBeast,11,Troll,22.43,6.00,Hold
screened,MilBeast,12,Troll,37.57,6.00,Hold
forward,MilBeast,1,SpearGuard,23.20,22.50,Advance
forward,MilBeast,2,SpearGuard,36.80,22.50,Advance
forward,MilBeast,3,SpearGuard,23.20,19.00,Advance
forward,MilBeast,4,SpearGuard,36.80,19.00,Advance
forward,MilBeast,5,SpearGuard,23.90,15.50,Advance
forward,MilBeast,6,Knights,37.15,15.50,Advance
forward,MilBeast,7,Knights,21.17,12.00,Advance
forward,MilBeast,8,Direwolves,30.85,12.00,Advance
forward,MilBeast,9,Direwolves,39.67,12.00,Advance
forward,MilBeast,10,Direwolves,21.55,8.50,Advance
forward,MilBeast,11,Troll,30.80,8.50,Advance
forward,MilBeast,12,Troll,39.25,8.50,Advance
line,MagicBeast,1,Troll,3.80,22.00,Hold
line,MagicBeast,2,Troll,10.30,22.00,Hold
line,MagicBeast,3,EmberMage,16.50,22.00,Hold
line,MagicBeast,4,Lifewarden,25.40,22.00,Hold
line,MagicBeast,5,Lifewarden,37.30,22.00,Hold
line,MagicBeast,6,Direwolves,47.30,22.00,Advance
line,MagicBeast,7,Direwolves,55.40,22.00,Advance
line,MagicBeast,8,Direwolves,8.77,17.00,Advance
line,MagicBeast,9,Direwolves,21.03,17.00,Advance
line,MagicBeast,10,EmberMage,32.20,17.00,Hold
line,MagicBeast,11,EmberMage,42.27,17.00,Hold
line,MagicBeast,12,EmberMage,52.33,17.00,Hold
refused,MagicBeast,1,Lifewarden,38.20,22.00,Advance
refused,MagicBeast,2,Lifewarden,51.80,22.00,Advance
refused,MagicBeast,3,Direwolves,35.75,16.00,Advance
refused,MagicBeast,4,Direwolves,45.00,16.00,Advance
refused,MagicBeast,5,Direwolves,54.25,16.00,Advance
refused,MagicBeast,6,Direwolves,45.00,11.00,Raid
refused,MagicBeast,7,Troll,3.50,12.00,Hold
refused,MagicBeast,8,Troll,9.70,12.00,Hold
refused,MagicBeast,9,EmberMage,15.60,12.00,Hold
refused,MagicBeast,10,EmberMage,21.20,12.00,Hold
refused,MagicBeast,11,EmberMage,26.80,12.00,Hold
refused,MagicBeast,12,EmberMage,15.00,6.00,Hold
wings,MagicBeast,1,Lifewarden,7.47,22.00,Advance
wings,MagicBeast,2,Direwolves,18.43,22.00,Advance
wings,MagicBeast,3,Direwolves,5.20,17.00,Raid
wings,MagicBeast,4,Troll,13.10,17.00,Advance
wings,MagicBeast,5,EmberMage,19.90,17.00,Advance
wings,MagicBeast,6,EmberMage,12.00,12.00,Advance
wings,MagicBeast,7,Lifewarden,43.47,22.00,Advance
wings,MagicBeast,8,Direwolves,54.43,22.00,Advance
wings,MagicBeast,9,Direwolves,41.20,17.00,Advance
wings,MagicBeast,10,Troll,49.10,17.00,Advance
wings,MagicBeast,11,EmberMage,55.90,17.00,Advance
wings,MagicBeast,12,EmberMage,48.00,12.00,Advance
column,MagicBeast,1,Lifewarden,24.20,22.00,Advance
column,MagicBeast,2,Lifewarden,35.80,22.00,Advance
column,MagicBeast,3,Direwolves,22.25,19.00,Advance
column,MagicBeast,4,Direwolves,30.00,19.00,Advance
column,MagicBeast,5,Direwolves,37.75,19.00,Advance
column,MagicBeast,6,Direwolves,23.05,16.00,Advance
column,MagicBeast,7,Troll,30.80,16.00,Advance
column,MagicBeast,8,Troll,37.75,16.00,Advance
column,MagicBeast,9,EmberMage,21.36,13.00,Advance
column,MagicBeast,10,EmberMage,27.12,13.00,Advance
column,MagicBeast,11,EmberMage,32.88,13.00,Advance
column,MagicBeast,12,EmberMage,38.64,13.00,Advance
screened,MagicBeast,1,Lifewarden,6.89,22.00,Hold
screened,MagicBeast,2,Lifewarden,19.17,22.00,Hold
screened,MagicBeast,3,Direwolves,29.56,22.00,Advance
screened,MagicBeast,4,Direwolves,38.04,22.00,Advance
screened,MagicBeast,5,Direwolves,46.53,22.00,Advance
screened,MagicBeast,6,Direwolves,55.01,22.00,Advance
screened,MagicBeast,7,Troll,14.13,6.00,Hold
screened,MagicBeast,8,Troll,20.96,6.00,Hold
screened,MagicBeast,9,EmberMage,27.49,6.00,Hold
screened,MagicBeast,10,EmberMage,33.71,6.00,Hold
screened,MagicBeast,11,EmberMage,39.94,6.00,Hold
screened,MagicBeast,12,EmberMage,46.17,6.00,Hold
forward,MagicBeast,1,Lifewarden,23.20,22.50,Advance
forward,MagicBeast,2,Lifewarden,36.80,22.50,Advance
forward,MagicBeast,3,Direwolves,20.75,19.00,Advance
forward,MagicBeast,4,Direwolves,30.00,19.00,Advance
forward,MagicBeast,5,Direwolves,39.25,19.00,Advance
forward,MagicBeast,6,Direwolves,19.98,15.50,Advance
forward,MagicBeast,7,Troll,27.66,15.50,Advance
forward,MagicBeast,8,Troll,34.54,15.50,Advance
forward,MagicBeast,9,EmberMage,41.12,15.50,Advance
forward,MagicBeast,10,EmberMage,21.30,12.00,Advance
forward,MagicBeast,11,EmberMage,30.00,12.00,Advance
forward,MagicBeast,12,EmberMage,38.70,12.00,Advance
line,PureMilitary,1,SpearGuard,6.40,22.00,Hold
line,PureMilitary,2,SpearGuard,18.20,22.00,Hold
line,PureMilitary,3,SpearGuard,30.00,22.00,Hold
line,PureMilitary,4,SpearGuard,41.80,22.00,Hold
line,PureMilitary,5,SpearGuard,53.60,22.00,Hold
line,PureMilitary,6,SpearGuard,7.10,17.00,Hold
line,PureMilitary,7,SpearGuard,19.60,17.00,Hold
line,PureMilitary,8,SpearGuard,32.10,17.00,Hold
line,PureMilitary,9,Knights,43.55,17.00,Advance
line,PureMilitary,10,Knights,53.95,17.00,Advance
line,PureMilitary,11,Knights,18.55,12.00,Advance
line,PureMilitary,12,Knights,41.45,12.00,Advance
refused,PureMilitary,1,SpearGuard,38.20,22.00,Advance
refused,PureMilitary,2,SpearGuard,51.80,22.00,Advance
refused,PureMilitary,3,SpearGuard,38.20,16.00,Advance
refused,PureMilitary,4,SpearGuard,51.80,16.00,Advance
refused,PureMilitary,5,SpearGuard,38.20,11.00,Advance
refused,PureMilitary,6,SpearGuard,51.80,11.00,Advance
refused,PureMilitary,7,SpearGuard,8.20,12.00,Hold
refused,PureMilitary,8,SpearGuard,21.80,12.00,Hold
refused,PureMilitary,9,Knights,5.33,6.00,Hold
refused,PureMilitary,10,Knights,15.00,6.00,Hold
refused,PureMilitary,11,Knights,24.68,6.00,Hold
refused,PureMilitary,12,Knights,15.00,1.00,Raid
wings,PureMilitary,1,SpearGuard,6.20,22.00,Advance
wings,PureMilitary,2,SpearGuard,17.80,22.00,Advance
wings,PureMilitary,3,SpearGuard,6.20,17.00,Advance
wings,PureMilitary,4,SpearGuard,17.80,17.00,Advance
wings,PureMilitary,5,Knights,6.55,12.00,Raid
wings,PureMilitary,6,Knights,17.45,12.00,Advance
wings,PureMilitary,7,SpearGuard,42.20,22.00,Advance
wings,PureMilitary,8,SpearGuard,53.80,22.00,Advance
wings,PureMilitary,9,SpearGuard,42.20,17.00,Advance
wings,PureMilitary,10,SpearGuard,53.80,17.00,Advance
wings,PureMilitary,11,Knights,42.55,12.00,Advance
wings,PureMilitary,12,Knights,53.45,12.00,Advance
column,PureMilitary,1,SpearGuard,24.20,22.00,Advance
column,PureMilitary,2,SpearGuard,35.80,22.00,Advance
column,PureMilitary,3,SpearGuard,24.20,19.00,Advance
column,PureMilitary,4,SpearGuard,35.80,19.00,Advance
column,PureMilitary,5,SpearGuard,24.20,16.00,Advance
column,PureMilitary,6,SpearGuard,35.80,16.00,Advance
column,PureMilitary,7,SpearGuard,24.20,13.00,Advance
column,PureMilitary,8,SpearGuard,35.80,13.00,Advance
column,PureMilitary,9,Knights,24.55,10.00,Advance
column,PureMilitary,10,Knights,35.45,10.00,Advance
column,PureMilitary,11,Knights,24.55,7.00,Advance
column,PureMilitary,12,Knights,35.45,7.00,Advance
screened,PureMilitary,1,SpearGuard,6.40,22.00,Hold
screened,PureMilitary,2,SpearGuard,18.20,22.00,Hold
screened,PureMilitary,3,SpearGuard,30.00,22.00,Hold
screened,PureMilitary,4,SpearGuard,41.80,22.00,Hold
screened,PureMilitary,5,SpearGuard,53.60,22.00,Hold
screened,PureMilitary,6,SpearGuard,7.10,17.00,Hold
screened,PureMilitary,7,SpearGuard,19.60,17.00,Hold
screened,PureMilitary,8,SpearGuard,32.10,17.00,Hold
screened,PureMilitary,9,Knights,43.55,17.00,Advance
screened,PureMilitary,10,Knights,53.95,17.00,Advance
screened,PureMilitary,11,Knights,18.55,12.00,Advance
screened,PureMilitary,12,Knights,41.45,12.00,Advance
forward,PureMilitary,1,SpearGuard,23.20,22.50,Advance
forward,PureMilitary,2,SpearGuard,36.80,22.50,Advance
forward,PureMilitary,3,SpearGuard,23.20,19.00,Advance
forward,PureMilitary,4,SpearGuard,36.80,19.00,Advance
forward,PureMilitary,5,SpearGuard,23.20,15.50,Advance
forward,PureMilitary,6,SpearGuard,36.80,15.50,Advance
forward,PureMilitary,7,SpearGuard,23.20,12.00,Advance
forward,PureMilitary,8,SpearGuard,36.80,12.00,Advance
forward,PureMilitary,9,Knights,20.33,8.50,Advance
forward,PureMilitary,10,Knights,30.00,8.50,Advance
forward,PureMilitary,11,Knights,39.68,8.50,Advance
forward,PureMilitary,12,Knights,30.00,5.00,Advance
line,PureMagic,1,EmberMage,4.29,22.00,Hold
line,PureMagic,2,EmberMage,10.97,22.00,Hold
line,PureMagic,3,EmberMage,17.66,22.00,Hold
line,PureMagic,4,Lifewarden,27.34,22.00,Hold
line,PureMagic,5,Lifewarden,40.03,22.00,Hold
line,PureMagic,6,Lifewarden,52.71,22.00,Hold
line,PureMagic,7,Lifewarden,7.29,17.00,Hold
line,PureMagic,8,Lifewarden,19.97,17.00,Hold
line,PureMagic,9,Lifewarden,32.66,17.00,Hold
line,PureMagic,10,EmberMage,42.34,17.00,Hold
line,PureMagic,11,EmberMage,49.03,17.00,Hold
line,PureMagic,12,EmberMage,55.71,17.00,Hold
refused,PureMagic,1,Lifewarden,38.20,22.00,Advance
refused,PureMagic,2,Lifewarden,51.80,22.00,Advance
refused,PureMagic,3,Lifewarden,38.20,16.00,Advance
refused,PureMagic,4,Lifewarden,51.80,16.00,Advance
refused,PureMagic,5,Lifewarden,38.20,11.00,Raid
refused,PureMagic,6,Lifewarden,51.80,11.00,Advance
refused,PureMagic,7,EmberMage,3.40,12.00,Hold
refused,PureMagic,8,EmberMage,9.20,12.00,Hold
refused,PureMagic,9,EmberMage,15.00,12.00,Hold
refused,PureMagic,10,EmberMage,20.80,12.00,Hold
refused,PureMagic,11,EmberMage,26.60,12.00,Hold
refused,PureMagic,12,EmberMage,15.00,6.00,Hold
wings,PureMagic,1,Lifewarden,6.20,22.00,Advance
wings,PureMagic,2,Lifewarden,17.80,22.00,Advance
wings,PureMagic,3,Lifewarden,6.30,17.00,Raid
wings,PureMagic,4,EmberMage,15.00,17.00,Advance
wings,PureMagic,5,EmberMage,20.70,17.00,Advance
wings,PureMagic,6,EmberMage,12.00,12.00,Advance
wings,PureMagic,7,Lifewarden,42.20,22.00,Advance
wings,PureMagic,8,Lifewarden,53.80,22.00,Advance
wings,PureMagic,9,Lifewarden,42.30,17.00,Advance
wings,PureMagic,10,EmberMage,51.00,17.00,Advance
wings,PureMagic,11,EmberMage,56.70,17.00,Advance
wings,PureMagic,12,EmberMage,48.00,12.00,Advance
column,PureMagic,1,Lifewarden,24.20,22.00,Advance
column,PureMagic,2,Lifewarden,35.80,22.00,Advance
column,PureMagic,3,Lifewarden,24.20,19.00,Advance
column,PureMagic,4,Lifewarden,35.80,19.00,Advance
column,PureMagic,5,Lifewarden,24.20,16.00,Advance
column,PureMagic,6,Lifewarden,35.80,16.00,Advance
column,PureMagic,7,EmberMage,21.36,13.00,Advance
column,PureMagic,8,EmberMage,27.12,13.00,Advance
column,PureMagic,9,EmberMage,32.88,13.00,Advance
column,PureMagic,10,EmberMage,38.64,13.00,Advance
column,PureMagic,11,EmberMage,25.20,10.00,Advance
column,PureMagic,12,EmberMage,34.80,10.00,Advance
screened,PureMagic,1,Lifewarden,6.40,22.00,Hold
screened,PureMagic,2,Lifewarden,18.20,22.00,Hold
screened,PureMagic,3,Lifewarden,30.00,22.00,Hold
screened,PureMagic,4,Lifewarden,41.80,22.00,Hold
screened,PureMagic,5,Lifewarden,53.60,22.00,Hold
screened,PureMagic,6,Lifewarden,30.00,17.00,Hold
screened,PureMagic,7,EmberMage,14.00,6.00,Hold
screened,PureMagic,8,EmberMage,20.40,6.00,Hold
screened,PureMagic,9,EmberMage,26.80,6.00,Hold
screened,PureMagic,10,EmberMage,33.20,6.00,Hold
screened,PureMagic,11,EmberMage,39.60,6.00,Hold
screened,PureMagic,12,EmberMage,46.00,6.00,Hold
forward,PureMagic,1,Lifewarden,23.20,22.50,Advance
forward,PureMagic,2,Lifewarden,36.80,22.50,Advance
forward,PureMagic,3,Lifewarden,23.20,19.00,Advance
forward,PureMagic,4,Lifewarden,36.80,19.00,Advance
forward,PureMagic,5,Lifewarden,21.30,15.50,Advance
forward,PureMagic,6,Lifewarden,33.00,15.50,Advance
forward,PureMagic,7,EmberMage,41.70,15.50,Advance
forward,PureMagic,8,EmberMage,18.40,12.00,Advance
forward,PureMagic,9,EmberMage,24.20,12.00,Advance
forward,PureMagic,10,EmberMage,30.00,12.00,Advance
forward,PureMagic,11,EmberMage,35.80,12.00,Advance
forward,PureMagic,12,EmberMage,41.60,12.00,Advance
line,PureBeast,1,Troll,3.50,22.00,Hold
line,PureBeast,2,Troll,9.70,22.00,Hold
line,PureBeast,3,Direwolves,16.70,22.00,Advance
line,PureBeast,4,Direwolves,24.50,22.00,Advance
line,PureBeast,5,Direwolves,32.30,22.00,Advance
line,PureBeast,6,Direwolves,40.10,22.00,Advance
line,PureBeast,7,Direwolves,47.90,22.00,Advance
line,PureBeast,8,Direwolves,55.70,22.00,Advance
line,PureBeast,9,Direwolves,10.86,17.00,Advance
line,PureBeast,10,Troll,24.42,17.00,Hold
line,PureBeast,11,Troll,37.18,17.00,Hold
line,PureBeast,12,Troll,49.94,17.00,Hold
refused,PureBeast,1,Direwolves,35.75,22.00,Advance
refused,PureBeast,2,Direwolves,45.00,22.00,Advance
refused,PureBeast,3,Direwolves,54.25,22.00,Advance
refused,PureBeast,4,Direwolves,35.75,16.00,Advance
refused,PureBeast,5,Direwolves,45.00,16.00,Advance
refused,PureBeast,6,Direwolves,54.25,16.00,Advance
refused,PureBeast,7,Direwolves,4.86,12.00,Raid
refused,PureBeast,8,Troll,12.42,12.00,Hold
refused,PureBeast,9,Troll,19.18,12.00,Hold
refused,PureBeast,10,Troll,25.94,12.00,Hold
refused,PureBeast,11,Troll,9.10,6.00,Hold
refused,PureBeast,12,Troll,20.90,6.00,Hold
wings,PureBeast,1,Direwolves,4.25,22.00,Advance
wings,PureBeast,2,Direwolves,12.00,22.00,Advance
wings,PureBeast,3,Direwolves,19.75,22.00,Advance
wings,PureBeast,4,Direwolves,5.05,17.00,Raid
wings,PureBeast,5,Troll,12.80,17.00,Advance
wings,PureBeast,6,Troll,19.75,17.00,Advance
wings,PureBeast,7,Direwolves,40.25,22.00,Advance
wings,PureBeast,8,Direwolves,48.00,22.00,Advance
wings,PureBeast,9,Direwolves,55.75,22.00,Advance
wings,PureBeast,10,Troll,40.65,17.00,Advance
wings,PureBeast,11,Troll,48.00,17.00,Advance
wings,PureBeast,12,Troll,55.35,17.00,Advance
column,PureBeast,1,Direwolves,22.25,22.00,Advance
column,PureBeast,2,Direwolves,30.00,22.00,Advance
column,PureBeast,3,Direwolves,37.75,22.00,Advance
column,PureBeast,4,Direwolves,22.25,19.00,Advance
column,PureBeast,5,Direwolves,30.00,19.00,Advance
column,PureBeast,6,Direwolves,37.75,19.00,Advance
column,PureBeast,7,Direwolves,23.05,16.00,Advance
column,PureBeast,8,Troll,30.80,16.00,Advance
column,PureBeast,9,Troll,37.75,16.00,Advance
column,PureBeast,10,Troll,22.65,13.00,Advance
column,PureBeast,11,Troll,30.00,13.00,Advance
column,PureBeast,12,Troll,37.35,13.00,Advance
screened,PureBeast,1,Direwolves,4.88,22.00,Advance
screened,PureBeast,2,Direwolves,13.25,22.00,Advance
screened,PureBeast,3,Direwolves,21.62,22.00,Advance
screened,PureBeast,4,Direwolves,30.00,22.00,Advance
screened,PureBeast,5,Direwolves,38.38,22.00,Advance
screened,PureBeast,6,Direwolves,46.75,22.00,Advance
screened,PureBeast,7,Direwolves,55.12,22.00,Advance
screened,PureBeast,8,Troll,14.87,6.00,Hold
screened,PureBeast,9,Troll,22.43,6.00,Hold
screened,PureBeast,10,Troll,30.00,6.00,Hold
screened,PureBeast,11,Troll,37.57,6.00,Hold
screened,PureBeast,12,Troll,45.13,6.00,Hold
forward,PureBeast,1,Direwolves,20.75,22.50,Advance
forward,PureBeast,2,Direwolves,30.00,22.50,Advance
forward,PureBeast,3,Direwolves,39.25,22.50,Advance
forward,PureBeast,4,Direwolves,20.75,19.00,Advance
forward,PureBeast,5,Direwolves,30.00,19.00,Advance
forward,PureBeast,6,Direwolves,39.25,19.00,Advance
forward,PureBeast,7,Direwolves,19.86,15.50,Advance
forward,PureBeast,8,Troll,27.42,15.50,Advance
forward,PureBeast,9,Troll,34.18,15.50,Advance
forward,PureBeast,10,Troll,40.94,15.50,Advance
forward,PureBeast,11,Troll,24.10,12.00,Advance
forward,PureBeast,12,Troll,35.90,12.00,Advance
line,SpearGuard12,1,SpearGuard,6.40,22.00,Hold
line,SpearGuard12,2,SpearGuard,18.20,22.00,Hold
line,SpearGuard12,3,SpearGuard,30.00,22.00,Hold
line,SpearGuard12,4,SpearGuard,41.80,22.00,Hold
line,SpearGuard12,5,SpearGuard,53.60,22.00,Hold
line,SpearGuard12,6,SpearGuard,6.40,17.00,Hold
line,SpearGuard12,7,SpearGuard,18.20,17.00,Hold
line,SpearGuard12,8,SpearGuard,30.00,17.00,Hold
line,SpearGuard12,9,SpearGuard,41.80,17.00,Hold
line,SpearGuard12,10,SpearGuard,53.60,17.00,Hold
line,SpearGuard12,11,SpearGuard,18.20,12.00,Hold
line,SpearGuard12,12,SpearGuard,41.80,12.00,Hold
refused,SpearGuard12,1,SpearGuard,38.20,22.00,Advance
refused,SpearGuard12,2,SpearGuard,51.80,22.00,Advance
refused,SpearGuard12,3,SpearGuard,38.20,16.00,Advance
refused,SpearGuard12,4,SpearGuard,51.80,16.00,Advance
refused,SpearGuard12,5,SpearGuard,38.20,11.00,Advance
refused,SpearGuard12,6,SpearGuard,51.80,11.00,Advance
refused,SpearGuard12,7,SpearGuard,8.20,12.00,Hold
refused,SpearGuard12,8,SpearGuard,21.80,12.00,Hold
refused,SpearGuard12,9,SpearGuard,8.20,6.00,Hold
refused,SpearGuard12,10,SpearGuard,21.80,6.00,Hold
refused,SpearGuard12,11,SpearGuard,8.20,1.00,Raid
refused,SpearGuard12,12,SpearGuard,21.80,1.00,Hold
wings,SpearGuard12,1,SpearGuard,6.20,22.00,Advance
wings,SpearGuard12,2,SpearGuard,17.80,22.00,Advance
wings,SpearGuard12,3,SpearGuard,6.20,17.00,Advance
wings,SpearGuard12,4,SpearGuard,17.80,17.00,Advance
wings,SpearGuard12,5,SpearGuard,6.20,12.00,Raid
wings,SpearGuard12,6,SpearGuard,17.80,12.00,Advance
wings,SpearGuard12,7,SpearGuard,42.20,22.00,Advance
wings,SpearGuard12,8,SpearGuard,53.80,22.00,Advance
wings,SpearGuard12,9,SpearGuard,42.20,17.00,Advance
wings,SpearGuard12,10,SpearGuard,53.80,17.00,Advance
wings,SpearGuard12,11,SpearGuard,42.20,12.00,Advance
wings,SpearGuard12,12,SpearGuard,53.80,12.00,Advance
column,SpearGuard12,1,SpearGuard,24.20,22.00,Advance
column,SpearGuard12,2,SpearGuard,35.80,22.00,Advance
column,SpearGuard12,3,SpearGuard,24.20,19.00,Advance
column,SpearGuard12,4,SpearGuard,35.80,19.00,Advance
column,SpearGuard12,5,SpearGuard,24.20,16.00,Advance
column,SpearGuard12,6,SpearGuard,35.80,16.00,Advance
column,SpearGuard12,7,SpearGuard,24.20,13.00,Advance
column,SpearGuard12,8,SpearGuard,35.80,13.00,Advance
column,SpearGuard12,9,SpearGuard,24.20,10.00,Advance
column,SpearGuard12,10,SpearGuard,35.80,10.00,Advance
column,SpearGuard12,11,SpearGuard,24.20,7.00,Advance
column,SpearGuard12,12,SpearGuard,35.80,7.00,Advance
screened,SpearGuard12,1,SpearGuard,6.40,22.00,Hold
screened,SpearGuard12,2,SpearGuard,18.20,22.00,Hold
screened,SpearGuard12,3,SpearGuard,30.00,22.00,Hold
screened,SpearGuard12,4,SpearGuard,41.80,22.00,Hold
screened,SpearGuard12,5,SpearGuard,53.60,22.00,Hold
screened,SpearGuard12,6,SpearGuard,6.40,17.00,Hold
screened,SpearGuard12,7,SpearGuard,18.20,17.00,Hold
screened,SpearGuard12,8,SpearGuard,30.00,17.00,Hold
screened,SpearGuard12,9,SpearGuard,41.80,17.00,Hold
screened,SpearGuard12,10,SpearGuard,53.60,17.00,Hold
screened,SpearGuard12,11,SpearGuard,18.20,12.00,Hold
screened,SpearGuard12,12,SpearGuard,41.80,12.00,Hold
forward,SpearGuard12,1,SpearGuard,23.20,22.50,Advance
forward,SpearGuard12,2,SpearGuard,36.80,22.50,Advance
forward,SpearGuard12,3,SpearGuard,23.20,19.00,Advance
forward,SpearGuard12,4,SpearGuard,36.80,19.00,Advance
forward,SpearGuard12,5,SpearGuard,23.20,15.50,Advance
forward,SpearGuard12,6,SpearGuard,36.80,15.50,Advance
forward,SpearGuard12,7,SpearGuard,23.20,12.00,Advance
forward,SpearGuard12,8,SpearGuard,36.80,12.00,Advance
forward,SpearGuard12,9,SpearGuard,23.20,8.50,Advance
forward,SpearGuard12,10,SpearGuard,36.80,8.50,Advance
forward,SpearGuard12,11,SpearGuard,23.20,5.00,Advance
forward,SpearGuard12,12,SpearGuard,36.80,5.00,Advance
line,Direwolves12,1,Direwolves,4.88,22.00,Advance
line,Direwolves12,2,Direwolves,13.25,22.00,Advance
line,Direwolves12,3,Direwolves,21.62,22.00,Advance
line,Direwolves12,4,Direwolves,30.00,22.00,Advance
line,Direwolves12,5,Direwolves,38.38,22.00,Advance
line,Direwolves12,6,Direwolves,46.75,22.00,Advance
line,Direwolves12,7,Direwolves,55.12,22.00,Advance
